chrom,start,end,symbol,id,num_snps,ens_g,num_wins_2500bp,num_snps_2500bp
12,49688908,49692481,PRPH,5630,8.0,ENSG00000135406,1,28
12,49716970,49725514,TROAP,10024,19.0,ENSG00000135451,1,27
12,49726199,49730971,C1QL4,338761,11.0,ENSG00000186897,1,22
12,49741040,49745685,DNAJC22,79962,12.0,ENSG00000178401,1,20
12,49760687,49921207,SPATS2,65244,384.0,ENSG00000123352,7,345
12,49782956,49786116,LOC100335030,100335030,6.0,None,1,16
12,51379774,51422058,SLC11A2,4891,121.0,ENSG00000110911,3,115
12,51442081,51454207,LETMD1,25875,36.0,ENSG00000050426,2,52
12,51454987,51477454,CSRNP2,81566,63.0,ENSG00000110925,2,74
12,51487538,51566926,TFCP2,7024,249.0,ENSG00000135457,5,234
12,53038341,53045959,KRT2,3849,12.0,ENSG00000172867,1,36
12,53068519,53074191,KRT1,3848,17.0,ENSG00000167768,1,34
12,53083410,53097247,KRT77,374454,38.0,ENSG00000189182,2,51
12,53161938,53171129,KRT76,51350,29.0,ENSG00000185069,1,48
12,53183468,53189892,KRT3,3850,18.0,ENSG00000186442,1,28
12,53200326,53207900,KRT4,3851,19.0,ENSG00000170477,2,51
12,53215230,53228077,KRT79,338785,25.0,ENSG00000185640,1,40
12,53232745,53242778,KRT78,196374,21.0,ENSG00000170423,1,25
12,53290970,53320253,KRT8,3856,113.0,ENSG00000170421,3,132
12,53342842,53346685,KRT18,3875,3.0,ENSG00000111057,1,15
12,53400061,53435993,EIF4B,1975,122.0,ENSG00000063046,3,111
12,53436972,53448222,LOC283335,283335,30.0,ENSG00000257337,1,41
12,53458099,53473204,SPRYD3,84926,31.0,ENSG00000167778,1,42
12,53491435,53496128,IGFBP6,3489,8.0,ENSG00000167779,1,18
12,53497273,53518323,SOAT2,8435,114.0,ENSG00000167780,3,115
12,53551446,53574693,CSAD,51380,34.0,ENSG00000139631,1,38
12,53574534,53584654,ZNF740,283337,25.0,ENSG00000139651,1,36
12,53585106,53601000,ITGB7,3695,33.0,ENSG00000139626,1,40
12,53604349,53626040,RARG,5916,40.0,ENSG00000172819,1,40
12,53645369,53648190,MFSD5,84975,8.0,ENSG00000182544,1,19
12,53662082,53687427,ESPL1,9700,53.0,ENSG00000135476,2,56
12,53689234,53693234,PFDN5,5204,11.0,ENSG00000123349,1,19
12,53701239,53715412,AAAS,8086,21.0,ENSG00000094914,1,27
12,53720359,53729537,SP7,121340,10.0,ENSG00000170374,1,23
12,53773978,53810226,SP1,6667,102.0,ENSG00000185591,2,84
12,53001353,53012343,KRT73,319101,35.0,ENSG00000186049,1,47
12,49046994,49076008,KANSL2,54934,75.0,ENSG00000139620,2,79
12,52979372,52995322,KRT72,140807,86.0,ENSG00000170486,2,100
12,52937692,52946931,KRT71,112802,43.0,ENSG00000139648,2,59
12,51580718,51591950,POU6F1,5463,28.0,ENSG00000184271,1,37
12,51632507,51637717,DAZAP2,9802,13.0,ENSG00000183283,1,24
12,51639132,51664202,SMAGP,57228,68.0,ENSG00000170545,2,76
12,51674821,51717938,BIN2,51411,168.0,ENSG00000110934,4,164
12,51722226,51740463,CELA1,1990,50.0,ENSG00000139610,2,59
12,51745832,51785200,GALNT6,11226,81.0,ENSG00000139629,2,88
12,51985019,52206648,SCN8A,6334,428.0,ENSG00000196876,9,402
12,52211675,52225701,FIGNL2,401720,45.0,ENSG00000261308,2,53
12,52281792,52285505,ANKRD33,341405,21.0,ENSG00000167612,1,38
12,52306112,52317145,ACVRL1,94,36.0,ENSG00000139567,2,54
12,52345450,52390863,ACVR1B,91,89.0,ENSG00000135503,2,84
12,52562779,52585784,KRT80,144501,62.0,ENSG00000167767,2,77
12,52604713,52617597,LINC00592,283404,81.0,ENSG00000258279,2,83
12,52626953,52642709,KRT7,3855,52.0,ENSG00000135480,2,54
12,52695648,52702947,KRT86,3892,32.0,ENSG00000170442,2,58
12,52679696,52685299,KRT81,3887,16.0,ENSG00000205426,1,32
12,52708084,52715182,KRT83,3889,59.0,ENSG00000170523,2,89
12,52753789,52761309,KRT85,3891,25.0,ENSG00000135443,1,43
12,52771595,52779417,KRT84,3890,60.0,ENSG00000161849,2,91
12,52787734,52800176,KRT82,3888,48.0,ENSG00000161850,2,65
12,52817853,52828110,KRT75,9119,31.0,ENSG00000170454,1,42
12,52840434,52845910,KRT6B,3854,14.0,ENSG00000185479,1,35
12,52862299,52867569,KRT6C,286887,38.0,ENSG00000170465,2,77
12,52880957,52887181,KRT6A,3853,40.0,ENSG00000205420,2,62
12,52908358,52914243,KRT5,3852,25.0,ENSG00000186081,2,62
12,52959602,52967609,KRT74,121391,58.0,ENSG00000170484,2,77
12,48961466,48963829,LALBA,3906,3.0,ENSG00000167531,1,13
12,48919414,48921886,OR8S1,341568,15.0,ENSG00000284723,1,28
12,48876285,48890297,C12orf54,121273,67.0,ENSG00000177627,2,90
12,27233989,27235455,C12orf71,728858,10.0,ENSG00000214700,1,36
12,27397077,27478890,STK38L,23012,285.0,ENSG00000211455,6,269
12,27485786,27578746,ARNTL2,56938,322.0,ENSG00000029153,6,298
12,27619742,27655118,SMCO2,341346,192.0,ENSG00000165935,4,200
12,27677044,27848497,PPFIBP1,8496,568.0,ENSG00000110841,11,532
12,27849427,27850566,REP15,387849,2.0,ENSG00000174236,1,16
12,27863705,27909237,MRPS35,60488,112.0,ENSG00000061794,3,110
12,27915598,27924209,MANSC4,100287284,40.0,ENSG00000205693,2,55
12,27933186,27955973,KLHL42,57542,48.0,ENSG00000087448,2,53
12,28111016,28124916,PTHLH,5744,51.0,ENSG00000087494,2,52
12,28410134,28703099,CCDC91,55297,767.0,ENSG00000123106,14,685
12,29301935,29488549,FAR2,55711,644.0,ENSG00000064763,12,598
12,29493578,29534143,ERGIC2,51290,86.0,ENSG00000087502,2,88
12,29542226,29617863,OVCH1-AS1,101055625,320.0,ENSG00000236438,7,309
12,29580488,29650619,OVCH1,341350,247.0,ENSG00000187950,5,234
12,29653745,29936743,TMTC1,83857,1152.0,ENSG00000133687,22,1076
12,30781914,30848929,IPO8,10526,224.0,ENSG00000133704,5,219
12,30862485,30907448,CAPRIN2,65981,147.0,ENSG00000110888,3,142
12,30948614,30955645,LINC00941,100287314,19.0,ENSG00000233013,2,57
12,31079837,31149537,TSPAN11,441631,280.0,ENSG00000110900,6,278
12,31173696,31226781,DDX11-AS1,100506660,167.0,ENSG00000245614,4,169
12,31226778,31257725,DDX11,1663,159.0,ENSG00000013573,4,193
12,31267684,31359088,OVOS2,144203,131.0,None,3,133
12,31477249,31478879,FLJ13224,79857,0.0,ENSG00000282176,1,3
12,31535156,31743952,DENND5B,160518,881.0,ENSG00000170456,16,790
12,27175454,27183606,MED21,9412,25.0,ENSG00000152944,1,38
12,31742856,31768285,DENND5B-AS1,100874249,91.0,ENSG00000255867,3,109
12,27124505,27167339,TM7SF3,51768,133.0,ENSG00000064115,3,134
12,26488284,26986131,ITPR2,3709,1726.0,ENSG00000123104,32,1588
12,21284127,21392730,SLCO1B1,10599,506.0,ENSG00000134538,10,472
12,21417533,21487832,SLCO1A2,6579,287.0,ENSG00000084453,6,264
12,21525801,21532914,IAPP,3375,22.0,ENSG00000121351,1,31
12,21590537,21624182,PYROXD1,79912,266.0,ENSG00000121350,6,259
12,21621843,21654603,RECQL,5965,130.0,ENSG00000004700,3,136
12,21654698,21671337,GOLT1B,51026,86.0,ENSG00000111711,3,104
12,21689122,21757781,GYS2,2998,291.0,ENSG00000111713,6,280
12,21788274,21810789,LDHB,3945,12.0,ENSG00000111716,1,18
12,21917888,21927755,KCNJ8,3764,5.0,ENSG00000121361,1,6
12,21950323,22089628,ABCC9,10060,333.0,ENSG00000069431,7,302
12,22199109,22218606,CMAS,55907,44.0,ENSG00000111726,1,49
12,22346324,22487648,ST8SIA1,6489,472.0,ENSG00000111728,9,447
12,22601517,22697452,C2CD5,9847,177.0,ENSG00000111731,4,170
12,22778075,22843608,ETNK1,55500,116.0,ENSG00000139163,3,109
12,23685230,24102637,SOX5,6660,1106.0,ENSG00000134532,21,1005
12,24365354,24365429,MIR920,100126320,1.0,ENSG00000216192,1,9
12,24719897,24737102,LINC00477,144360,63.0,ENSG00000197503,2,69
12,24962957,25056009,BCAT1,586,361.0,ENSG00000060982,8,355
12,25146364,25150373,C12orf77,196415,12.0,ENSG00000226397,1,26
12,25358179,25403854,KRAS,3845,174.0,ENSG00000133703,4,160
12,26026952,26027012,MIR4302,100422897,2.0,ENSG00000283603,1,20
12,26097789,26110985,RASSF8-AS1,100506451,53.0,ENSG00000175841,2,62
12,26111963,26225807,RASSF8,11228,532.0,ENSG00000123094,11,507
12,26272958,26278003,BHLHE41,79365,10.0,ENSG00000123095,1,15
12,26348505,26387708,SSPN,8082,132.0,ENSG00000123096,3,139
12,27091304,27119581,FGFR1OP2,26127,82.0,ENSG00000111790,2,80
12,20848288,20906320,SLCO1C1,53919,233.0,ENSG00000139155,5,227
12,31824070,31882108,AMN1,196394,142.0,ENSG00000151743,3,137
12,32260184,32531141,BICD1,636,1269.0,ENSG00000151746,24,1158
12,45609769,45826134,ANO6,196527,596.0,ENSG00000177119,11,548
12,46119502,46121704,LINC00938,400027,2.0,None,1,6
12,46123619,46301819,ARID2,196528,165.0,ENSG00000189079,3,137
12,46312913,46384401,SCAF11,9169,89.0,ENSG00000139218,2,85
12,46576840,46663208,SLC38A1,81539,193.0,ENSG00000111371,4,198
12,46751970,46766645,SLC38A2,54407,27.0,ENSG00000134294,1,30
12,47158543,47219780,SLC38A4,55089,199.0,ENSG00000139209,5,203
12,47469489,47473734,AMIGO2,347902,13.0,ENSG00000139211,1,23
12,47610004,47630443,PCED1B,91523,73.0,ENSG00000179715,2,80
12,47581594,47581674,MIR4698,100616486,1.0,ENSG00000263838,1,27
12,47602202,47610226,PCED1B-AS1,100233209,25.0,ENSG00000247774,1,31
12,48055714,48099844,RPAP3,79657,91.0,ENSG00000005175,2,91
12,48103517,48119355,ENDOU,8909,45.0,ENSG00000111405,2,63
12,48128452,48152889,RAPGEF3,10411,86.0,ENSG00000079337,3,103
12,48166966,48176536,SLC48A1,55652,28.0,ENSG00000211584,2,52
12,48176506,48213763,HDAC7,51564,126.0,ENSG00000061273,3,138
12,48235319,48298814,VDR,7421,180.0,ENSG00000111424,4,167
12,48357329,48362661,TMEM106C,79022,14.0,ENSG00000134291,1,32
12,48366747,48398285,COL2A1,1280,129.0,ENSG00000139219,3,142
12,48436680,48500091,SENP1,29843,192.0,ENSG00000079387,4,183
12,48499655,48540187,PFKM,5213,106.0,ENSG00000152556,3,110
12,48541571,48551377,ASB8,140461,30.0,ENSG00000177981,1,35
12,48596121,48597075,OR10AD1,121275,9.0,ENSG00000172640,1,46
12,48733792,48744674,ZNF641,121274,37.0,ENSG00000167528,1,50
12,48866447,48866843,ANP32D,23519,2.0,ENSG00000139223,1,22
12,45580873,45581252,RNY5,6090,1.0,None,1,8
12,32146772,32146802,RNU6-78P,100873778,0.0,ENSG00000204860,1,26
12,45566816,45609789,PLEKHA8P1,51054,81.0,ENSG00000134297,2,83
12,44902057,45270633,NELL2,4753,935.0,ENSG00000184613,18,866
12,32655040,32798984,FGD4,121512,590.0,ENSG00000139132,12,564
12,32832136,32898584,DNM1L,10059,312.0,ENSG00000087470,6,279
12,32899477,32908887,YARS2,51067,28.0,ENSG00000139131,1,41
12,32943679,33049780,PKP2,5318,367.0,ENSG00000057294,8,354
12,33528347,33592754,SYT10,341359,224.0,ENSG00000110975,5,211
12,34175215,34181236,ALG10,84920,19.0,ENSG00000139133,1,23
12,38710556,38723528,ALG10B,144245,41.0,ENSG00000175548,2,54
12,39046001,39299420,CPNE8,144402,677.0,ENSG00000139117,13,633
12,39687029,39837192,KIF21A,55605,264.0,ENSG00000139116,5,235
12,39945021,40013843,ABCD2,225,152.0,ENSG00000173208,4,151
12,40019971,40115720,C12orf40,283461,270.0,ENSG00000180116,6,253
12,40148822,40499661,SLC2A13,114134,993.0,ENSG00000151229,18,894
12,40618812,40763086,LRRK2,120892,563.0,ENSG00000188906,11,515
12,41302158,41466213,CNTN1,1272,566.0,ENSG00000018236,11,523
12,41582249,41968392,PDZRN4,29951,1409.0,ENSG00000165966,26,1296
12,42475647,42538673,GXYLT1,283464,164.0,ENSG00000151233,4,162
12,42550906,42632154,YAF2,10138,170.0,ENSG00000015153,4,172
12,42705887,42719932,ZCRB1,85437,30.0,ENSG00000139168,1,42
12,42719946,42842422,PPHLN1,51535,419.0,ENSG00000134283,8,384
12,42852139,42877416,PRICKLE1,144165,63.0,ENSG00000139174,2,74
12,43748011,43945724,ADAMTS20,80070,687.0,ENSG00000173157,13,634
12,44122409,44152576,PUS7L,83448,104.0,ENSG00000129317,2,100
12,44152746,44183346,IRAK4,51135,88.0,ENSG00000198001,2,82
12,44187525,44200178,TWF1,5756,27.0,ENSG00000151239,1,36
12,44229961,44783541,TMEM117,84216,1532.0,ENSG00000139173,28,1369
12,45408538,45444882,DBX2,440097,122.0,ENSG00000185610,3,128
12,120151438,120151529,MIR1178,100302274,2.0,ENSG00000283768,1,21
12,120593237,120593303,MIR4498,100616179,0.0,ENSG00000266704,1,5
13,113139327,113242481,TUBGCP3,10426,284.0,ENSG00000126216,6,282
13,79361453,79414185,LINC00331,100874126,152.0,ENSG00000278763,4,152
13,79173229,79177695,POU4F1,5457,7.0,ENSG00000152192,1,20
13,78587017,78627730,LINC00446,100874175,163.0,ENSG00000231527,4,168
13,78469615,78493903,EDNRB,1910,53.0,ENSG00000136160,2,62
13,78272146,78272251,MIR3665,100500861,0.0,ENSG00000266325,1,12
13,78271988,78338377,SLAIN1,122060,163.0,ENSG00000139737,3,145
13,78109808,78219398,SCEL,8796,275.0,ENSG00000136155,6,259
13,77649648,77661911,MYCBP2-AS1,100874212,19.0,ENSG00000236051,1,28
13,77618791,77901177,MYCBP2,23077,566.0,ENSG00000005810,11,514
13,77579388,77601331,FBXL3,26224,88.0,ENSG00000005812,2,84
13,77566058,77576652,CLN5,1203,41.0,ENSG00000102805,1,47
13,77502584,77503224,BTF3P11,690,2.0,ENSG00000226711,1,15
13,77454303,77460540,KCTD12,115207,14.0,ENSG00000178695,1,21
13,76210458,76434006,LMO7,4008,699.0,ENSG00000136153,13,648
13,76123885,76180156,UCHL3,7347,179.0,ENSG00000118939,4,179
13,76099349,76111991,COMMD6,170622,43.0,ENSG00000188243,2,59
13,75858808,76056250,TBC1D4,9882,537.0,ENSG00000136111,10,499
13,75811888,75814517,CTAGE11P,647288,13.0,ENSG00000274355,1,37
13,75126979,75131257,LINC00347,338864,8.0,ENSG00000164845,1,28
13,74993309,75009296,LINC00381,100874151,73.0,ENSG00000226240,2,87
13,74260148,74708066,KLF12,11278,1442.0,ENSG00000118922,26,1284
13,79894099,79979923,RBM26,64062,266.0,ENSG00000139746,5,238
13,73633141,73651676,KLF5,688,54.0,ENSG00000102554,2,52
13,79980443,79998468,RBM26-AS1,100505538,65.0,ENSG00000227354,2,73
13,80055258,80130212,NDFIP2,54602,142.0,ENSG00000102471,3,128
13,95254103,95286899,GPR180,160897,76.0,ENSG00000152749,2,79
13,95226307,95248511,TGDS,23483,63.0,ENSG00000088451,2,76
13,95091840,95131936,DCT,1638,157.0,ENSG00000080166,4,151
13,94470676,94510726,GPC6-AS2,100873973,112.0,ENSG00000253540,3,110
13,93879077,95060273,GPC6,10082,3618.0,ENSG00000183098,66,3262
13,93353641,93372227,GPC5-AS1,100873969,46.0,ENSG00000235984,2,51
13,92050934,93519487,GPC5,2262,4578.0,ENSG00000179399,83,4132
13,92000073,92006829,MIR17HG,407975,10.0,ENSG00000215417,1,19
13,91779866,91863952,LINC00379,100874150,240.0,ENSG00000285950,5,224
13,91543207,91578851,LINC00410,144776,141.0,ENSG00000231674,3,148
13,90883435,90883531,MIR622,693207,0.0,ENSG00000283783,1,15
13,90201047,90216667,LINC00353,100874139,42.0,ENSG00000251402,2,62
13,89193083,89197764,LINC00433,100874168,48.0,ENSG00000205879,2,75
13,88324869,88331870,SLITRK5,26050,8.0,ENSG00000165300,1,18
13,88270919,88270995,MIR4500,100616182,0.0,ENSG00000266052,1,14
13,88096241,88323218,MIR4500HG,642345,655.0,ENSG00000228824,12,594
13,86366921,86373483,SLITRK6,84189,29.0,ENSG00000184564,1,47
13,85937737,86118797,LINC00351,100874137,445.0,ENSG00000226317,9,409
13,84714736,85180903,LINC00333,100874128,1606.0,ENSG00000281040,30,1453
13,84451342,84456528,SLITRK1,114798,7.0,ENSG00000178235,1,16
13,80910111,80915086,SPRY2,10253,6.0,ENSG00000136158,1,11
13,80051498,80055366,NDFIP2-AS1,100874208,8.0,ENSG00000232132,1,16
13,95361878,95364389,SOX21,11166,4.0,ENSG00000125285,1,9
13,73356229,73590591,PIBF1,10464,636.0,ENSG00000083535,11,550
13,73302041,73330328,BORA,79866,67.0,ENSG00000136122,2,71
13,53226830,53262433,SUGT1,10910,104.0,ENSG00000165416,3,103
13,53191604,53217919,HNRNPA1L2,144983,96.0,ENSG00000139675,3,102
13,53063127,53161225,TPTE2P3,220115,106.0,None,3,106
13,53029494,53050763,CKAP2,26586,56.0,ENSG00000136108,2,56
13,52986736,53024763,VPS36,51028,93.0,ENSG00000136100,2,92
13,52951302,52980629,THSD1,55901,84.0,ENSG00000136114,2,90
13,52741844,52865680,MRPS31P5,100887750,232.0,ENSG00000243406,5,232
13,52706778,52733996,NEK3,4752,83.0,ENSG00000136098,2,86
13,52638899,52703214,NEK5,341676,177.0,ENSG00000197168,4,170
13,52506805,52585630,ATP7B,540,209.0,ENSG00000123191,5,210
13,52342128,52378298,DHRS12,79758,77.0,ENSG00000102796,2,66
13,52158483,52336171,WDFY2,115825,250.0,ENSG00000139668,5,234
13,52126724,52126803,MIR4703,100616423,0.0,ENSG00000266611,1,4
13,51935700,52027275,INTS6,26512,170.0,ENSG00000102786,4,154
13,51922702,51922775,MIR5693,100847003,0.0,ENSG00000266072,1,9
13,51915167,51936239,SERPINE3,647174,39.0,ENSG00000253309,1,41
13,51796469,51858377,FAM124A,220108,174.0,ENSG00000150510,4,156
13,51590243,51654998,GUCY1B2,2974,235.0,ENSG00000123201,5,225
13,51483813,51530901,RNASEH2B,79621,93.0,ENSG00000136104,2,95
13,51456514,51484848,RNASEH2B-AS1,100874255,102.0,ENSG00000198019,2,99
13,51381990,51424041,DLEU7-AS1,100874074,102.0,ENSG00000176124,3,110
13,53384184,53384275,MIR759,100313778,0.0,ENSG00000211579,1,14
13,73329539,73356344,DIS3,22894,59.0,ENSG00000083520,2,65
13,53418108,53422775,PCDH8,5100,8.0,ENSG00000136099,1,16
13,54389553,54450254,LINC00558,100861552,158.0,ENSG00000261517,4,152
13,73282494,73301938,MZT1,440145,28.0,ENSG00000204899,1,36
13,72012097,72441330,DACH1,1602,693.0,ENSG00000276644,13,631
13,71589272,71742549,LINC00348,100885781,612.0,ENSG00000226846,12,570
13,70681344,70713885,ATXN8OS,6315,129.0,ENSG00000244682,3,129
13,70274724,70682625,KLHL1,57626,2030.0,ENSG00000150361,37,1814
13,69435416,69459457,LINC00550,338862,131.0,ENSG00000281778,3,149
13,67551520,67559908,PCDH9-AS3,100874086,18.0,ENSG00000225263,1,20
13,67399300,67489163,PCDH9-AS2,100874064,145.0,ENSG00000228842,3,135
13,66876965,67804468,PCDH9,5101,2357.0,ENSG00000184226,43,2134
13,64320959,64321366,LOC647264,647264,1.0,ENSG00000285566,1,11
13,64311567,64316701,OR7E156P,283491,39.0,ENSG00000233980,1,48
13,61983818,61989655,PCDH20,64881,10.0,ENSG00000280165,1,17
13,61773931,61774014,MIR3169,100422973,0.0,ENSG00000266663,1,13
13,60971426,61148013,TDRD3,81550,424.0,ENSG00000083544,8,387
13,60718831,60727639,DIAPH3-AS2,100874196,19.0,ENSG00000269304,1,23
13,60239720,60738119,DIAPH3,81624,1382.0,ENSG00000139734,25,1243
13,58205788,58303065,PCDH17,27253,231.0,ENSG00000118946,5,212
13,57741330,57744352,PRR20E,729250,0.0,ENSG00000234278,0,0
13,57734765,57737787,PRR20B,729233,0.0,ENSG00000204918,0,0
13,55748588,55748683,MIR5007,100846996,1.0,ENSG00000264387,1,17
13,54886106,54886183,MIR1297,100302187,0.0,ENSG00000283126,1,19
13,53602875,53626196,OLFM4,10562,80.0,ENSG00000102837,2,86
13,95672082,95953687,ABCC4,10257,1223.0,ENSG00000125257,23,1120
13,96204946,96232010,CLDN10,9071,50.0,ENSG00000134873,2,60
13,96131697,96186164,CLDN10-AS1,100874194,341.0,ENSG00000223392,7,328
13,111973014,111996594,TEX29,121793,117.0,ENSG00000153495,3,143
13,111767623,111947542,ARHGEF7,8874,579.0,ENSG00000102606,11,546
13,111530886,111567416,ANKRD10,55608,126.0,ENSG00000088448,3,135
13,111367358,111373421,ING1,3621,7.0,ENSG00000153487,1,22
13,111293756,111358480,CARS2,79587,321.0,ENSG00000134905,7,318
13,111175412,111214071,RAB20,55647,213.0,ENSG00000139832,5,217
13,111154922,111160526,COL4A2-AS1,100874203,29.0,ENSG00000232814,1,46
13,110959630,111165373,COL4A2,1284,995.0,ENSG00000134871,19,936
13,110801309,110959496,COL4A1,1282,716.0,ENSG00000187498,14,698
13,110406183,110438914,IRS2,8660,110.0,ENSG00000185950,3,117
13,109816252,109819651,MYO16-AS1,100885782,13.0,ENSG00000236242,1,23
13,109248499,109860355,MYO16,23026,2592.0,ENSG00000041515,48,2359
13,108921976,108960832,TNFSF13B,10673,74.0,ENSG00000102524,2,74
13,108870762,108886603,ABHD13,84945,49.0,ENSG00000139826,2,51
13,108859791,108867882,LIG4,3981,13.0,ENSG00000174405,1,24
13,107973242,107973311,SNORD31,9298,0.0,None,1,20
13,107820878,108519460,FAM155A,728215,2634.0,ENSG00000204442,48,2355
13,107306227,107324528,LINC00443,100874173,29.0,ENSG00000230156,1,34
13,107270157,107284006,LINC00551,283483,47.0,ENSG00000213453,2,60
13,107195661,107220514,ARGLU1,55082,29.0,ENSG00000134884,1,32
13,107142078,107187388,EFNB2,1948,106.0,ENSG00000125266,3,107
13,112721912,112726020,SOX1,6656,9.0,ENSG00000182968,1,9
13,107028910,107030142,LINC00460,728192,5.0,ENSG00000233532,1,9
13,113030650,113089009,SPACA7,122258,265.0,ENSG00000275865,6,271
13,113621797,113622952,MCF2L-AS1,100289410,3.0,ENSG00000182814,1,12
13,115079964,115092803,CHAMP1,283489,28.0,ENSG00000198824,1,36
13,115000361,115038150,CDC16,8881,101.0,ENSG00000130177,2,99
13,114747193,114898095,RASA3,22821,678.0,ENSG00000280477,13,632
13,114629486,114631964,LINC00565,100861555,10.0,ENSG00000276116,1,25
13,114523521,114567046,GAS6,2621,211.0,ENSG00000183087,5,207
13,114462215,114514899,TMEM255B,348013,183.0,ENSG00000184497,5,208
13,114451483,114454062,LINC00552,100130386,17.0,ENSG00000282664,1,28
13,114321596,114438637,GRK1,6011,58.0,ENSG00000281988,2,64
13,114303121,114312513,ATP4B,496,13.0,ENSG00000186009,1,31
13,114239055,114295788,TFDP1,7027,108.0,ENSG00000198176,3,101
13,114145307,114204544,TMCO3,55002,445.0,ENSG00000150403,9,432
13,114110133,114145023,DCUN1D2,55208,79.0,ENSG00000150401,2,86
13,114076259,114107839,ADPRHL1,113622,110.0,ENSG00000153531,3,121
13,113978504,114018463,GRTP1,79774,114.0,ENSG00000139835,3,116
13,113951468,113977741,LAMP1,3916,13.0,ENSG00000185896,1,14
13,113863930,113919392,CUL4A,8451,139.0,ENSG00000139842,3,132
13,113831852,113863029,PCID2,55795,48.0,ENSG00000126226,2,56
13,113812967,113826698,PROZ,8858,44.0,ENSG00000126231,1,46
13,113777112,113803843,F10,2159,38.0,ENSG00000126218,1,47
13,113760101,113774995,F7,2155,28.0,ENSG00000057593,1,39
13,113623534,113754053,MCF2L,23263,534.0,ENSG00000126217,11,511
13,113344642,113541482,ATP11A,23250,629.0,ENSG00000068650,12,590
13,106359217,106414143,LINC00343,144920,264.0,ENSG00000244879,5,248
13,106118564,106143383,DAOA,267012,129.0,ENSG00000182346,3,132
13,106111405,106158030,DAOA-AS1,282706,203.0,ENSG00000232307,5,208
13,100003673,100004281,FKSG29,100131561,1.0,None,1,16
13,99946788,99959749,GPR183,1880,27.0,ENSG00000169508,1,35
13,99906966,99910840,GPR18,2841,11.0,ENSG00000125245,1,17
13,99868261,100058554,MIR548AN,100616144,546.0,ENSG00000263515,11,502
13,99852678,100038753,UBAC2,337867,522.0,ENSG00000134882,10,479
13,99848627,99853011,UBAC2-AS1,100289373,15.0,ENSG00000228889,1,31
13,99445740,99738660,DOCK9,23348,1016.0,ENSG00000088387,19,920
13,99336054,99404929,SLC15A1,6564,245.0,ENSG00000088386,5,239
13,99102454,99229396,STK24,8428,405.0,ENSG00000102572,8,377
13,98860777,98860854,MIR3170,100422881,0.0,ENSG00000263399,1,24
13,98828038,98829521,RNF113B,140432,3.0,ENSG00000139797,1,14
13,98795433,99102023,FARP1,10160,1260.0,ENSG00000152767,24,1151
13,98605928,98676550,IPO5,3843,127.0,ENSG00000065150,3,132
13,98086474,98120252,RAP2A,5911,60.0,ENSG00000125249,2,57
13,97874549,98046374,MBNL2,10150,392.0,ENSG00000139793,7,349
13,97637972,97646604,OXGR1,27199,21.0,ENSG00000165621,1,30
13,97593534,97636426,LINC00359,100887754,118.0,None,3,127
13,96743092,97491816,HS6ST3,266722,1919.0,ENSG00000185352,36,1770
13,96453835,96705736,UGGT2,55757,572.0,ENSG00000102595,11,507
13,96329392,96447243,DNAJC3,5611,161.0,ENSG00000102580,3,149
13,96230455,96296960,DZIP1,22873,105.0,ENSG00000134874,2,96
13,100008384,100008482,MIR623,693208,0.0,ENSG00000207719,1,4
13,100153627,100216302,TM9SF2,9375,151.0,ENSG00000125304,4,151
13,100258918,100549388,CLYBL,171425,903.0,ENSG00000125246,17,816
13,100295312,100295403,MIR4306,100422861,0.0,ENSG00000263615,1,15
13,103934828,103934848,MIR548AS,100847092,0.0,ENSG00000263741,1,13
13,103696347,103719196,SLC10A2,6555,170.0,ENSG00000125255,4,165
13,103532448,103548383,METTL21EP,121952,42.0,ENSG00000250878,2,51
13,103459495,103528351,BIVM-ERCC5,100533467,185.0,ENSG00000270181,4,186
13,103418462,103426149,TEX30,93081,20.0,ENSG00000151287,1,23
13,103381716,103411422,CCDC168,643677,73.0,ENSG00000175820,2,79
13,103338096,103346871,METTL21C,196541,46.0,ENSG00000139780,2,64
13,103249285,103331523,TPP2,7174,346.0,ENSG00000134900,7,334
13,103046927,103048055,FGF14-AS2,283481,4.0,ENSG00000272143,1,12
13,102944669,103019749,FGF14-IT1,283480,125.0,ENSG00000243319,3,123
13,51286758,51417885,DLEU7,220107,399.0,ENSG00000186047,8,369
13,102698283,102698354,MIR4705,100616239,0.0,ENSG00000264482,1,16
13,102373204,103054124,FGF14,2259,2006.0,ENSG00000102466,37,1804
13,102104943,102368796,ITGBL1,9358,900.0,ENSG00000198542,17,811
13,101706129,102068813,NALCN,259232,1407.0,ENSG00000102452,26,1282
13,101360578,101711638,NALCN-AS1,100885778,1364.0,ENSG00000283035,26,1282
13,101256089,101327103,TMTC4,84899,225.0,ENSG00000125247,5,219
13,101182417,101186056,GGACT,87769,8.0,ENSG00000134864,1,8
13,101116690,101133269,PCCA-AS1,100885777,58.0,ENSG00000270084,2,71
13,100741268,101182691,PCCA,5095,948.0,ENSG00000175198,18,865
13,100634025,100639019,ZIC2,7546,10.0,ENSG00000043355,1,20
13,100615274,100624178,ZIC5,85416,19.0,ENSG00000139800,1,28
13,102619991,102620096,MIR2681,100616110,0.0,ENSG00000265164,1,21
13,50746153,50747751,ST13P4,145165,1.0,ENSG00000283168,1,14
13,90712500,90771971,LINC00559,100874187,413.0,ENSG00000261446,8,382
