ensembl_gene_id,entrezgene_id,hgnc_symbol
ENSG00000100346,8911,CACNA1I
ENSG00000287542,8916,
ENSG00000138641,8916,HERC3
ENSG00000112237,892,CCNC
ENSG00000164061,8927,BSN
ENSG00000109132,8929,PHOX2B
ENSG00000129071,8930,MBD4
ENSG00000100038,8940,TOP3B
ENSG00000072682,8974,P4HA2
ENSG00000058056,8975,USP13
ENSG00000160188,89765,RSPH1
ENSG00000177398,89766,UMODL1
ENSG00000100099,89781,HPS4
ENSG00000185621,89782,LMLN
ENSG00000197948,89848,FCHSD1
ENSG00000172578,89857,KLHL6
ENSG00000118804,8987,STBD1
ENSG00000169271,8988,HSPB3
ENSG00000113732,8992,ATP6V0E1
ENSG00000144791,8994,LIMD1
ENSG00000138769,8999,CDKL2
ENSG00000113328,900,CCNG1
ENSG00000254531,90024,
ENSG00000118420,90025,UBE3D
ENSG00000138764,901,CCNG2
ENSG00000144824,90102,PHLDB2
ENSG00000145198,90113,VWA5B2
ENSG00000183798,90187,EMILIN3
ENSG00000134480,902,CCNH
ENSG00000145040,90226,UCN2
ENSG00000113763,90249,UNC5A
ENSG00000172771,90288,EFCAB12
ENSG00000121797,9034,CCRL2
ENSG00000112902,9037,SEMA5A
ENSG00000144744,9039,UBA3
ENSG00000163900,90407,TMEM41A
ENSG00000173545,90441,ZNF622
ENSG00000188846,9045,RPL14
ENSG00000146147,90523,MLIP
ENSG00000138801,9061,PAPSS1
ENSG00000186687,90624,LYRM7
ENSG00000156284,9073,CLDN8
ENSG00000163347,9076,CLDN1
ENSG00000169744,9079,LDB2
ENSG00000146063,90933,TRIM41
ENSG00000112837,9096,TBX18
ENSG00000181982,91050,CCDC149
ENSG00000164209,91137,SLC25A46
ENSG00000093183,9117,SEC22C
ENSG00000244486,91179,SCARF2
ENSG00000100121,91227,GGTLC2
ENSG00000099957,9127,P2RX6
ENSG00000145919,91272,BOD1
ENSG00000100258,91289,LMF2
ENSG00000274437,91319,DERL3
ENSG00000099958,91319,DERL3
ENSG00000181381,91351,DDX60L
ENSG00000114767,9136,RRP9
ENSG00000237190,91368,CDKN2AIPNL
ENSG00000281448,91392,ZNF502
ENSG00000196653,91392,ZNF502
ENSG00000145782,9140,ATG12
ENSG00000138942,91445,RNF185
ENSG00000175329,91464,ISX
ENSG00000050767,91522,COL23A1
ENSG00000187051,91582,RPS19BP1
ENSG00000144857,91653,BOC
ENSG00000272835,91689,SMDT1
ENSG00000272901,91689,SMDT1
ENSG00000274112,91689,SMDT1
ENSG00000183172,91689,SMDT1
ENSG00000073803,9175,MAP3K13
ENSG00000144815,91775,NXPE3
ENSG00000145623,9180,OSMR
ENSG00000163933,91869,RFT1
ENSG00000145850,91937,TIMD4
ENSG00000164182,91942,NDUFAF2
ENSG00000169359,9197,SLC33A1
ENSG00000145908,91975,ZNF300
ENSG00000164591,91977,MYOZ3
ENSG00000149435,92086,GGTLC1
ENSG00000093167,9209,LRRFIP2
ENSG00000154814,92106,OXNAD1
ENSG00000124164,9217,VAPB
ENSG00000168246,92181,UBTD2
ENSG00000282956,9223,MAGI1
ENSG00000151276,9223,MAGI1
ENSG00000164187,92255,LMBRD2
ENSG00000278461,92259,MRPS36
ENSG00000134056,92259,MRPS36
ENSG00000121207,9227,LRAT
ENSG00000161055,92304,SCGB3A1
ENSG00000168936,92305,TMEM129
ENSG00000164611,9232,PTTG1
ENSG00000145414,92345,NAF1
ENSG00000175093,92369,SPSB4
ENSG00000007402,9254,CACNA2D2
ENSG00000164022,9255,AIMP1
ENSG00000173542,92597,MOB1B
ENSG00000196923,9260,PDLIM7
ENSG00000145365,92610,TIFA
ENSG00000125871,92667,MGME1
ENSG00000125821,92675,DTD1
ENSG00000197712,92689,FAM114A1
ENSG00000184432,9276,COPB2
ENSG00000170458,929,CD14
ENSG00000114853,92999,ZBTB47
ENSG00000114739,93,ACVR2B
ENSG00000145014,93109,TMEM44
ENSG00000134986,9315,NREP
ENSG00000061455,93166,PRDM6
ENSG00000071539,9319,TRIP13
ENSG00000158470,9334,B4GALT5
ENSG00000155508,9337,CNOT8
ENSG00000099940,9342,SNAP29
ENSG00000164100,9348,NDST3
ENSG00000145147,9353,SLIT2
ENSG00000145331,93587,TRMT10A
ENSG00000179010,93621,MRFAP1
ENSG00000173011,93624,TADA2B
ENSG00000145348,93627,TBCK
ENSG00000157869,9364,RAB28
ENSG00000232159,9366,RAB9BP1
ENSG00000181092,9370,ADIPOQ
ENSG00000144671,9389,SLC22A14
ENSG00000172940,9390,SLC22A13
ENSG00000113812,93973,ACTR8
ENSG00000172250,94009,SERHL
ENSG00000100351,9402,GRAP2
ENSG00000170801,94031,HTRA3
ENSG00000163888,94032,CAMK2N2
ENSG00000181867,94033,FTMT
ENSG00000153802,9407,TMPRSS11D
ENSG00000164466,94081,SFXN1
ENSG00000121594,941,CD80
ENSG00000263141,94104,PAXBP1
ENSG00000159086,94104,PAXBP1
ENSG00000114013,942,CD86
ENSG00000113196,9421,HAND1
ENSG00000118777,9429,ABCG2
ENSG00000175040,9435,CHST2
ENSG00000155868,9443,MED7
ENSG00000152413,9456,HOMER1
ENSG00000112214,9457,FHL5
ENSG00000100151,9463,PICK1
ENSG00000164107,9464,HAND2
ENSG00000131370,9467,SH3BP5
ENSG00000057663,9474,ATG5
ENSG00000125818,9491,PSMF1
ENSG00000033867,9497,SLC4A7
ENSG00000120729,9499,MYOT
ENSG00000243989,95,ACY1
ENSG00000138760,950,SCARB2
ENSG00000156140,9508,ADAMTS3
ENSG00000283802,9509,ADAMTS2
ENSG00000087116,9509,ADAMTS2
ENSG00000154734,9510,ADAMTS1
ENSG00000128242,9514,GAL3ST1
ENSG00000145087,9515,STXBP5L
ENSG00000004468,952,CD38
ENSG00000085365,9522,SCAMP1
ENSG00000112208,9532,BAG2
ENSG00000158458,9542,NRG2
ENSG00000145824,9547,CXCL14
ENSG00000197586,955,ENTPD6
ENSG00000168032,956,ENTPD3
ENSG00000100226,9567,GTPBP1
ENSG00000134852,9575,CLOCK
ENSG00000179750,9582,APOBEC3B
ENSG00000164621,9597,SMAD5-AS1
ENSG00000013561,9604,RNF14
ENSG00000164326,9607,CARTPT
ENSG00000100228,9609,RAB36
ENSG00000196776,961,CD47
ENSG00000114125,9616,RNF7
ENSG00000075275,9620,CELSR1
ENSG00000138472,9626,GUCA1C
ENSG00000064692,9627,SNCAIP
ENSG00000113569,9631,NUP155
ENSG00000100034,9647,PPM1F
ENSG00000198677,9652,TTC37
ENSG00000173226,9657,IQCB1
ENSG00000174799,9662,CEP135
ENSG00000198919,9666,DZIP3
ENSG00000101407,9675,TTI1
ENSG00000100150,9681,DEPDC5
ENSG00000113282,9685,CLINT1
ENSG00000144560,9686,VGLL4
ENSG00000109756,9693,RAPGEF2
ENSG00000134109,9695,EDEM1
ENSG00000065308,9697,TRAM2
ENSG00000100239,9701,PPP6R2
ENSG00000145194,9718,ECE2
ENSG00000019582,972,CD74
ENSG00000101298,9751,SNPH
ENSG00000088899,9762,LZTS3
ENSG00000039319,9765,ZFYVE16
ENSG00000101265,9770,RASSF2
ENSG00000170871,9778,KIAA0232
ENSG00000131374,9779,TBC1D5
ENSG00000280987,9782,
ENSG00000015479,9782,MATR3
ENSG00000283780,9794,MAML1
ENSG00000161021,9794,MAML1
ENSG00000157014,9797,TATDN2
ENSG00000176095,9807,IP6K1
ENSG00000198089,9814,SFI1
ENSG00000196428,9819,TSC22D2
ENSG00000158480,9825,SPATA2
ENSG00000176049,9832,JAKMIP2
ENSG00000101003,9837,GINS1
ENSG00000198948,9848,MFAP3L
ENSG00000178567,9852,EPM2AIP1
ENSG00000163636,9861,PSMD6
ENSG00000198961,9867,PJA2
ENSG00000198589,987,LRBA
ENSG00000150961,9871,SEC24D
ENSG00000142207,9875,URB1
ENSG00000145833,9879,DDX46
ENSG00000168016,9881,TRANK1
ENSG00000130703,9885,OSBPL2
ENSG00000100426,9889,ZBED4
ENSG00000065609,9892,SNAP91
ENSG00000196220,9901,SRGAP3
ENSG00000138757,9908,G3BP2
ENSG00000144711,9922,IQSEC1
ENSG00000100221,9929,JOSD1
ENSG00000164045,993,CDC25A
ENSG00000174944,9934,P2RY14
ENSG00000204103,9935,MAFB
ENSG00000101224,994,CDC25B
ENSG00000008226,9940,DLEC1
ENSG00000157036,9941,EXOG
ENSG00000093217,9942,XYLB
ENSG00000172939,9943,OXSR1
ENSG00000131459,9945,GFPT2
ENSG00000205758,9946,CRYZL1
ENSG00000071127,9948,WDR1
ENSG00000158402,995,CDC25C
ENSG00000002587,9957,HS3ST1
ENSG00000089057,9962,SLC23A2
ENSG00000170482,9963,SLC23A1
ENSG00000174738,9975,NR1D2
ENSG00000100387,9978,RBX1
ENSG00000137440,9982,FGFBP1
ENSG00000159197,9992,KCNE2
ENSG00000070413,9993,DGCR2
ENSG00000288475,9994,CASP8AP2
ENSG00000118412,9994,CASP8AP2
ENSG00000284194,9997,SCO2
ENSG00000156006,10,NAT2
ENSG00000240498,100048912,CDKN2B-AS1
ENSG00000177485,10009,ZBTB33
ENSG00000272391,100101267,POM121C
ENSG00000238886,100113379,SNORD121A
ENSG00000205636,100113404,LINC00583
ENSG00000205269,100113407,TMEM170B
ENSG00000239183,100124534,SNORA84
ENSG00000207268,100124538,SNORA70C
ENSG00000221459,100124540,SNORA11C
ENSG00000268066,100126270,FMR1-AS1
ENSG00000216001,100126302,MIR450B
ENSG00000216075,100126303,MIR890
ENSG00000216064,100126304,MIR891B
ENSG00000216005,100126306,MIR888
ENSG00000216098,100126307,MIR892B
ENSG00000216069,100126309,MIR875
ENSG00000215966,100126310,MIR876
ENSG00000215939,100126316,MIR873
ENSG00000212027,100126317,MIR374B
ENSG00000216060,100126324,MIR934
ENSG00000284224,100126338,MIR937
ENSG00000216056,100126341,MIR891A
ENSG00000215943,100126342,MIR892A
ENSG00000284918,100126351,MIR939
ENSG00000284310,100126351,MIR939
ENSG00000253302,100128126,STAU2-AS1
ENSG00000173626,100128327,TRAPPC3L
ENSG00000225684,100128385,FAM225B
ENSG00000233093,100128420,LINC00892
ENSG00000175611,100128782,LINC00476
ENSG00000237372,100129066,
ENSG00000256980,100129128,KHDC1L
ENSG00000224440,100129239,CXorf51A
ENSG00000205549,100129385,C9orf92
ENSG00000261787,100129654,TCF24
ENSG00000226031,100129662,FGF13-AS1
ENSG00000205442,100129669,IZUMO3
ENSG00000224729,100129845,PCOLCE-AS1
ENSG00000094631,10013,HDAC6
ENSG00000245164,100130231,LINC00861
ENSG00000278749,100130274,CCDC166
ENSG00000255181,100130274,CCDC166
ENSG00000223731,100130302,SUPT20HL1
ENSG00000215022,100130357,
ENSG00000214954,100130742,LRRC69
ENSG00000185055,100130771,EFCAB10
ENSG00000233437,100130849,
ENSG00000203711,100130967,LINC02901
ENSG00000243836,100131176,WDR86-AS1
ENSG00000241769,100131434,LINC00893
ENSG00000204949,100131726,FAM83A-AS1
ENSG00000196440,100131755,ARMCX4
ENSG00000229547,100131816,UBE2DNL
ENSG00000274195,100131980,ZNF705G
ENSG00000285286,100131980,ZNF705G
ENSG00000215372,100131980,ZNF705G
ENSG00000225725,100132103,FAM66E
ENSG00000285120,100132396,ZNF705B
ENSG00000215356,100132396,ZNF705B
ENSG00000203870,100132963,SMIM9
ENSG00000235699,100133053,CXorf51B
ENSG00000282254,100133091,
ENSG00000205485,100133091,
ENSG00000224843,100133205,LINC00240
ENSG00000248522,100133234,SBF1P1
ENSG00000254369,100133311,HOXA-AS3
ENSG00000261522,100133920,
ENSG00000272398,100133941,CD24
ENSG00000240889,100134713,NDUFB2-AS1
ENSG00000221676,100151684,RNU6ATAC
ENSG00000254911,100158262,SCARNA9
ENSG00000214736,100188893,TOMM6
ENSG00000225194,100188953,LINC00092
ENSG00000159921,10020,GNE
ENSG00000268257,100271873,AIRN
ENSG00000170667,100271927,RASA4B
ENSG00000182712,100272147,CMC4
ENSG00000246089,100287015,MCPH1-DT
ENSG00000240204,100287482,SMKR1
ENSG00000288170,100287596,DDX11L9
ENSG00000248472,100287596,DDX11L9
ENSG00000223972,100287596,DDX11L1
ENSG00000230062,100287718,ANKRD66
ENSG00000261437,100288748,LINC02894
ENSG00000275444,100289462,DEFB4B
ENSG00000285433,100289462,DEFB4B
ENSG00000285181,100289462,DEFB4A
ENSG00000171711,100289462,DEFB4A
ENSG00000177257,100289462,DEFB4B
ENSG00000286760,100289495,
ENSG00000204946,100289678,ZNF783
ENSG00000225391,100294720,
ENSG00000221325,100302113,MIR1200
ENSG00000222532,100302115,MIR1468
ENSG00000221697,100302123,MIR1275
ENSG00000222958,100302141,MIR1913
ENSG00000222321,100302144,MIR1912
ENSG00000221710,100302153,MIR1298
ENSG00000221436,100302159,MIR548F3
ENSG00000221771,100302161,MIR1205
ENSG00000284875,100302166,MIR1322
ENSG00000283210,100302166,MIR1322
ENSG00000283200,100302170,MIR1206
ENSG00000221176,100302175,MIR1207
ENSG00000221305,100302186,MIR548I3
ENSG00000221494,100302191,MIR548I4
ENSG00000221463,100302214,MIR1277
ENSG00000222715,100302222,MIR1911
ENSG00000238399,100302225,MIR2053
ENSG00000276158,100302251,MIR1264
ENSG00000283188,100302260,MIR2052
ENSG00000221261,100302281,MIR1208
ENSG00000230590,100302692,FTX
ENSG00000224281,100303728,SLC25A5-AS1
ENSG00000157999,100310846,ANKRD61
ENSG00000221187,100313772,MIR548M
ENSG00000252153,100313780,MIR2278
ENSG00000284286,100313781,MIR718
ENSG00000212100,100313838,MIR764
ENSG00000252454,100313839,MIR2114
ENSG00000221331,100313841,MIR548Q
ENSG00000221442,100313895,MIR548F4
ENSG00000205307,100316904,SAP25
ENSG00000204025,100329135,TRPC5OS
ENSG00000230542,100359394,LINC00102
ENSG00000265847,100422828,MIR4287
ENSG00000207617,100422842,MIR3074
ENSG00000252583,100422847,MIR514B
ENSG00000221296,100422849,MIR548T
ENSG00000264675,100422858,MIR4285
ENSG00000265806,100422860,MIR4292
ENSG00000264638,100422869,MIR3152
ENSG00000264788,100422876,MIR3148
ENSG00000283694,100422877,MIR3202-2
ENSG00000264823,100422893,MIR3154
ENSG00000265251,100422903,MIR4288
ENSG00000239057,100422911,MIR500B
ENSG00000265347,100422927,MIR4291
ENSG00000265789,100422930,MIR4330
ENSG00000283622,100422932,MIR4328
ENSG00000265565,100422934,MIR3143
ENSG00000265112,100422936,MIR3153
ENSG00000266168,100422939,MIR3147
ENSG00000265724,100422948,MIR4284
ENSG00000263967,100422963,MIR4290
ENSG00000283522,100422964,MIR3150A
ENSG00000265932,100422967,MIR3146
ENSG00000265176,100422987,MIR3202-1
ENSG00000264354,100422990,MIR3134
ENSG00000265657,100422992,MIR3151
ENSG00000266555,100423001,MIR3145
ENSG00000266180,100423005,MIR4282
ENSG00000283775,100423009,MIR4329
ENSG00000265873,100423015,MIR4289
ENSG00000095370,10044,SH2D3C
ENSG00000013619,10046,MAMLD1
ENSG00000282017,100463482,MTRNR2L6
ENSG00000270672,100463482,MTRNR2L6
ENSG00000256045,100463488,MTRNR2L10
ENSG00000010017,10048,RANBP9
ENSG00000197816,100499483,CCDC180
ENSG00000146039,10050,SLC17A4
ENSG00000283534,100500807,MIR374C
ENSG00000264566,100500809,MIR23C
ENSG00000263697,100500811,MIR3621
ENSG00000266019,100500819,MIR3609
ENSG00000266855,100500821,MIR3910-1
ENSG00000264069,100500829,MIR3943
ENSG00000283461,100500830,MIR550B2
ENSG00000265810,100500835,MIR3907
ENSG00000265878,100500836,MIR3914-1
ENSG00000284855,100500838,MIR3926-2
ENSG00000283523,100500838,MIR3926-2
ENSG00000265872,100500846,MIR3689A
ENSG00000265558,100500851,MIR3918
ENSG00000265828,100500857,MIR3939
ENSG00000284351,100500858,MIR3622A
ENSG00000285270,100500870,MIR3926-1
ENSG00000266206,100500870,MIR3926-1
ENSG00000265075,100500871,MIR3622B
ENSG00000283874,100500872,MIR3911
ENSG00000263514,100500879,MIR3668
ENSG00000283409,100500880,MIR3662
ENSG00000283237,100500883,MIR550B1
ENSG00000263894,100500885,MIR3925
ENSG00000211991,100500887,MIR676
ENSG00000272230,100500896,MIR3666
ENSG00000266617,100500899,MIR3692
ENSG00000265083,100500900,MIR3691
ENSG00000283351,100500902,MIR3910-2
ENSG00000264163,100500906,MIR3689B
ENSG00000283278,100500920,MIR3914-2
ENSG00000205858,100506049,LRRC72
ENSG00000223478,100506100,
ENSG00000232759,100506178,
ENSG00000285219,100506207,HULC
ENSG00000230314,100506409,ELOVL2-AS1
ENSG00000276759,100506422,
ENSG00000272568,100506497,
ENSG00000227060,100506757,LINC00629
ENSG00000253837,100507156,
ENSG00000256162,100507203,SMLR1
ENSG00000253457,100507341,SMIM18
ENSG00000261115,100507421,TMEM178B
ENSG00000224057,100507500,EGFR-AS1
ENSG00000251349,100526694,MSANTD3-TMEFF1
ENSG00000270419,100526820,CAHM
ENSG00000281887,100527949,GIMAP1-GIMAP5
ENSG00000286237,100528062,
ENSG00000158301,100528062,GPRASP2
ENSG00000257529,100529097,RPL36A-HNRNPH2
ENSG00000270800,100529239,RPS10-NUDT3
ENSG00000266315,100616114,MIR4668
ENSG00000264357,100616116,MIR4648
ENSG00000264425,100616117,MIR4653
ENSG00000265848,100616131,MIR3689D1
ENSG00000263858,100616147,MIR4769
ENSG00000271899,100616154,MIR4466
ENSG00000283334,100616155,MIR4536-1
ENSG00000265089,100616160,MIR4655
ENSG00000284288,100616169,MIR378D2
ENSG00000266494,100616178,MIR4641
ENSG00000264390,100616180,MIR4465
ENSG00000275453,100616190,MIR548O2
ENSG00000265423,100616206,MIR4652
ENSG00000266514,100616212,MIR3689F
ENSG00000263892,100616214,MIR4667
ENSG00000284028,100616226,MIR4468
ENSG00000263790,100616229,MIR4473
ENSG00000263897,100616236,MIR4669
ENSG00000263403,100616242,MIR4673
ENSG00000266194,100616245,MIR4661
ENSG00000265465,100616249,MIR4768
ENSG00000283863,100616250,MIR3960
ENSG00000266324,100616260,MIR4663
ENSG00000265247,100616268,MIR4472-1
ENSG00000263712,100616269,MIR4639
ENSG00000284334,100616270,MIR4651
ENSG00000264922,100616278,MIR4540
ENSG00000266750,100616285,MIR4645
ENSG00000263575,100616288,MIR4665
ENSG00000266255,100616289,MIR4475
ENSG00000265181,100616301,MIR4674
ENSG00000266525,100616310,MIR4650-1
ENSG00000266583,100616312,MIR4478
ENSG00000265660,100616318,MIR4664
ENSG00000264494,100616331,MIR4650-2
ENSG00000264744,100616333,MIR3689C
ENSG00000264136,100616344,MIR3689D2
ENSG00000284880,100616348,MIR4659A
ENSG00000266038,100616348,MIR4659A
ENSG00000285514,100616350,MIR4660
ENSG00000263407,100616350,MIR4660
ENSG00000264158,100616351,MIR4670
ENSG00000266619,100616352,MIR4642
ENSG00000212024,100616354,MIR550A3
ENSG00000284596,100616367,MIR4467
ENSG00000285083,100616372,MIR4659B
ENSG00000283386,100616372,MIR4659B
ENSG00000265284,100616373,MIR4770
ENSG00000263926,100616413,MIR4462
ENSG00000263979,100616429,MIR4672
ENSG00000266245,100616430,MIR4644
ENSG00000264941,100616441,MIR4474
ENSG00000265599,100616451,MIR4471
ENSG00000265368,100616456,MIR4476
ENSG00000264474,100616465,MIR4656
ENSG00000264268,100616467,MIR4767
ENSG00000266507,100616480,MIR4479
ENSG00000264408,100616484,MIR4470
ENSG00000265584,100616491,MIR3978
ENSG00000205277,10071,MUC12
ENSG00000086758,10075,HUWE1
ENSG00000253438,100750225,PCAT1
ENSG00000102103,10084,PQBP1
ENSG00000263705,100846998,MIR5689
ENSG00000266756,100847001,MIR5680
ENSG00000266721,100847016,MIR5695
ENSG00000265598,100847032,MIR5707
ENSG00000283146,100847045,MIR548AU
ENSG00000265527,100847048,MIR5690
ENSG00000264653,100847051,MIR5194
ENSG00000265588,100847056,MIR5708
ENSG00000266502,100847058,MIR5681A
ENSG00000284176,100847073,MIR5090
ENSG00000265470,100847078,MIR548AQ
ENSG00000283505,100847091,MIR5681B
ENSG00000249917,100859921,LINC00536
ENSG00000132297,10086,HHLA1
ENSG00000265817,100861412,FSBP
ENSG00000224122,100861520,POU6F2-AS1
ENSG00000234230,100873922,ZFX-AS1
ENSG00000224204,100873942,PHEX-AS1
ENSG00000231535,100873962,LINC00278
ENSG00000229154,100873997,KCNQ5-AS1
ENSG00000226978,100874021,MAGI2-AS2
ENSG00000228598,100874041,MACC1-AS1
ENSG00000253733,100874051,LZTS1-AS1
ENSG00000228787,100874056,NLGN4Y-AS1
ENSG00000235849,100874102,HS6ST2-AS1
ENSG00000230539,100874264,AOAH-IT1
ENSG00000254049,100874286,NRG1-IT3
ENSG00000233496,100874300,SYNJ2-IT1
ENSG00000237738,100874342,RNF216-IT1
ENSG00000232082,100874353,RPS6KA2-IT1
ENSG00000111962,10090,UST
ENSG00000130429,10095,ARPC1B
ENSG00000215162,100996279,LINC00269
ENSG00000271086,100996569,NAMA
ENSG00000122644,10124,ARL4A
ENSG00000185825,10134,BCAP31
ENSG00000105835,10135,NAMPT
ENSG00000285297,101409254,LINC00681
ENSG00000255494,101409254,LINC00681
ENSG00000233893,101409257,EZR-AS1
ENSG00000127914,10142,AKAP9
ENSG00000079112,1015,CDH17
ENSG00000105808,10156,RASA4
ENSG00000008311,10157,AASS
ENSG00000182220,10159,ATP6AP2
ENSG00000004864,10165,SLC25A13
ENSG00000120158,10171,RCL1
ENSG00000120896,10174,SORBS3
ENSG00000009694,10178,TENM1
ENSG00000164885,1020,CDK5
ENSG00000105810,1021,CDK6
ENSG00000197579,10210,TOPORS
ENSG00000165584,10214,SSX3
ENSG00000173334,10221,TRIB1
ENSG00000172348,10231,RCAN2
ENSG00000128606,10234,LRRC17
ENSG00000136933,10244,RABEPK
ENSG00000126768,10245,TIMM17B
ENSG00000112337,10246,SLC17A2
ENSG00000172336,10248,POP7
ENSG00000136807,1025,CDK9
ENSG00000124762,1026,CDKN1A
ENSG00000122679,10268,RAMP3
ENSG00000215274,102724473,GAGE10
ENSG00000112812,10279,PRSS16
ENSG00000147955,10280,SIGMAR1
ENSG00000105829,10282,BET1
ENSG00000147883,1030,CDKN2B
ENSG00000050555,10319,LAMC3
ENSG00000185811,10320,IKZF1
ENSG00000096006,10321,CRISP3
ENSG00000083750,10325,RRAGB
ENSG00000006606,10344,CCL26
ENSG00000186439,10345,TRDN
ENSG00000158806,10361,NPM2
ENSG00000164442,10370,CITED2
ENSG00000075213,10371,SEMA3A
ENSG00000288642,1038,CDR1
ENSG00000188229,10383,TUBB4B
ENSG00000111801,10384,BTN3A3
ENSG00000124508,10385,BTN2A2
ENSG00000102098,10389,SCML2
ENSG00000288673,10395,
ENSG00000164741,10395,DLC1
ENSG00000104324,10404,CPQ
ENSG00000130560,10422,UBAC1
ENSG00000120992,10434,LYPLA1
ENSG00000130558,10439,OLFM1
ENSG00000160445,10444,ZER1
ENSG00000196937,10447,FAM3C
ENSG00000198721,10455,ECI2
ENSG00000136235,10457,GPNMB
ENSG00000131264,1046,CDX4
ENSG00000284369,10466,COG5
ENSG00000164597,10466,COG5
ENSG00000106400,10467,ZNHIT1
ENSG00000182952,10473,HMGN4
ENSG00000112343,10475,TRIM38
ENSG00000198689,10479,SLC9A6
ENSG00000112186,10486,CAP2
ENSG00000107175,10488,CREB3
ENSG00000165675,10495,ENOX2
ENSG00000198722,10497,UNC13B
ENSG00000140396,10499,NCOA2
ENSG00000187764,10507,SEMA4D
ENSG00000075223,10512,SEMA3C
ENSG00000221869,1052,CEBPD
ENSG00000276184,105375355,UPK3B
ENSG00000243566,105375355,UPK3B
ENSG00000136938,10541,ANP32B
ENSG00000123131,10549,PRDX4
ENSG00000106541,10551,AGR2
ENSG00000241685,10552,ARPC1A
ENSG00000169692,10555,AGPAT2
ENSG00000090054,10558,SPTLC1
ENSG00000170835,1056,CEL
ENSG00000066777,10565,ARFGEF1
ENSG00000184374,10584,COLEC10
ENSG00000130714,10585,POMT1
ENSG00000079689,10590,SCGN
ENSG00000112667,10591,DNPH1
ENSG00000136824,10592,SMC2
ENSG00000160999,10603,SH2B2
ENSG00000136231,10643,IGF2BP3
ENSG00000106636,10652,YKT6
ENSG00000173253,10655,DMRT2
ENSG00000145982,10667,FARS2
ENSG00000155876,10670,RRAGA
ENSG00000104671,10671,DCTN6
ENSG00000147155,10682,EBP
ENSG00000240694,10687,PNMA2
ENSG00000147400,1069,CETN2
ENSG00000137161,10695,CNPY3
ENSG00000164742,107,ADCY1
ENSG00000066923,10734,STAG3
ENSG00000101972,10735,STAG2
ENSG00000131831,10742,RAI2
ENSG00000056972,10758,TRAF3IP2
ENSG00000170965,10761,PLAC1
ENSG00000112339,10767,HBS1L
ENSG00000186130,10773,ZBTB6
ENSG00000119408,10783,NEK6
ENSG00000124564,10786,SLC17A3
ENSG00000198039,10793,ZNF273
ENSG00000124787,10799,RPP40
ENSG00000001626,1080,CFTR
ENSG00000173198,10800,CYSLTR1
ENSG00000188747,10811,NOXA1
ENSG00000156697,10813,UTP14A
ENSG00000137218,10817,FRS3
ENSG00000063587,10838,ZNF275
ENSG00000106341,10842,PPP1R17
ENSG00000112541,10846,PDE10A
ENSG00000213927,10850,CCL27
ENSG00000101856,10857,PGRMC1
ENSG00000042980,10863,ADAM28
ENSG00000137204,10864,SLC22A7
ENSG00000136878,10868,USP20
ENSG00000127951,10875,FGL2
ENSG00000148156,10880,ACTL7B
ENSG00000187003,10881,ACTL7A
ENSG00000160917,10898,CPSF4
ENSG00000130222,10912,GADD45G
ENSG00000102316,10916,MAGED2
ENSG00000164896,10922,FASTK
ENSG00000172594,10924,SMPDL3A
ENSG00000006634,10926,DBF4
ENSG00000106723,10927,SPIN1
ENSG00000124701,10930,APOBEC2
ENSG00000104356,10940,POP1
ENSG00000005302,10943,MSL3
ENSG00000070718,10947,AP3M2
ENSG00000106803,10952,SEC61B
ENSG00000168090,10980,COPS6
ENSG00000118508,10981,RAB32
ENSG00000121022,10987,COPS5
ENSG00000167114,10999,SLC27A4
ENSG00000158164,11013,TMSB15A
ENSG00000136240,11014,KDELR2
ENSG00000157110,11030,RBPMS
ENSG00000105963,11033,ADAP1
ENSG00000102096,11040,PIM2
ENSG00000080561,11043,MID2
ENSG00000130958,11046,SLC35D2
ENSG00000285269,11046,
ENSG00000042813,11055,ZPBP
ENSG00000123124,11059,WWP1
ENSG00000284103,11062,DUS4L
ENSG00000105865,11062,DUS4L
ENSG00000119397,11064,CNTRL
ENSG00000104435,11075,STMN2
ENSG00000196363,11091,WDR5
ENSG00000281244,11093,ADAMTS13
ENSG00000160323,11093,ADAMTS13
ENSG00000280479,11094,CACFD1
ENSG00000160325,11094,CACFD1
ENSG00000186625,11104,KATNA1
ENSG00000106049,11112,HIBADH
ENSG00000186470,11118,BTN3A2
ENSG00000026950,11119,BTN3A1
ENSG00000112763,11120,BTN2A1
ENSG00000137225,11131,CAPN11
ENSG00000169306,11141,IL1RAPL1
ENSG00000196998,11152,WDR45
ENSG00000275575,11156,PTP4A3
ENSG00000184489,11156,PTP4A3
ENSG00000147475,11160,ERLIN2
ENSG00000164985,11168,PSIP1
ENSG00000120210,11172,INSL6
ENSG00000061337,11178,LZTS1
ENSG00000198839,11179,ZNF277
ENSG00000281165,11182,SLC2A6
ENSG00000160326,11182,SLC2A6
ENSG00000241644,11185,INMT
ENSG00000237984,11191,PTENP1
ENSG00000197150,11194,ABCB8
ENSG00000188419,1121,CHM
ENSG00000183479,11219,TREX2
ENSG00000136942,11224,RPL35
ENSG00000170881,11236,RNF139
ENSG00000169239,11238,CA5B
ENSG00000285162,1124,
ENSG00000106069,1124,CHN2
ENSG00000165156,11244,ZHX1
ENSG00000155115,112495,GTF3C6
ENSG00000177239,11253,MAN1B1
ENSG00000268104,11254,SLC6A14
ENSG00000137100,11258,DCTN3
