chrom,start,end,starthg38,endhg38,ens_g,symbol,entrez_id
1,12851545,12856777,12791396,12796628,ENSG00000116721,PRAMEF1,65121
1,12834983,12838048,12773737,12777906,ENSG00000116726,PRAMEF12,390999
1,12806162,12821102,12746199,12763699,ENSG00000157330,C1orf158,93190
1,12776117,12788726,12716109,12728760,ENSG00000188984,AADACL3,126767
1,12704565,12727097,12644084,12667076,ENSG00000204518,AADACL4,343066
1,12627938,12677820,12567909,12618210,ENSG00000162496,DHRS3,9249
1,13716087,13719064,13389631,13392629,ENSG00000204479,PRAMEF17,391004
1,39456915,39471737,38991275,39006059,ENSG00000174574,AKIRIN1,79647
1,23410515,23495517,23084029,23177808,ENSG00000169641,LUZP1,7798
1,39549838,39952810,39084061,39487177,ENSG00000127603,MACF1,23499
1,90098643,90185094,89633119,89719533,ENSG00000171488,LRRC8C,84230
1,89990396,90063420,89524828,89597861,ENSG00000197147,LRRC8B,23507
1,89873237,89890493,89407678,89424934,ENSG00000225492,GBP1P1,400759
1,89829435,89853719,89364058,89388160,ENSG00000183347,GBP6,163351
1,89724633,89738544,89256188,89272860,ENSG00000154451,GBP5,115362
1,89646830,89664633,89181143,89198942,ENSG00000162654,GBP4,115361
1,89597433,89641723,89131741,89176003,ENSG00000213512,GBP7,388646
1,89573309,89591799,89106131,89126114,ENSG00000162645,GBP2,2634
1,89517986,89531043,89052318,89065208,ENSG00000117228,GBP1,2633
1,89472359,89488549,89006679,89022866,ENSG00000117226,GBP3,2635
1,89445138,89458643,88979458,88992960,ENSG00000213516,RBMXL1,494115
1,89318320,89357301,88852632,88891567,ENSG00000137947,GTF2B,2959
1,89149921,89301938,88684272,88836255,ENSG00000065243,PKN2,5586
1,87794150,87814607,87328879,87348923,ENSG00000143013,LMO4,8543
1,87380334,87575681,86914634,87109982,ENSG00000153936,HS2ST1,9653
1,87170252,87213867,86704575,86748184,ENSG00000097033,SH3GLB1,51100
1,87099958,87121059,86634275,86655376,ENSG00000153923,CLCA3P,9629
1,87012758,87046432,86547077,86580754,ENSG00000016602,CLCA4,22802
1,86934394,86965974,86468367,86500259,ENSG00000016490,CLCA1,1179
1,86889768,86922240,86424170,86456553,ENSG00000137975,CLCA2,9635
1,86815776,86862025,86348737,86396340,ENSG00000122417,ODF2L,57489
1,86194915,86622154,85729232,86156772,ENSG00000171502,COL24A1,255631
1,86115105,86174116,85649416,85708433,ENSG00000117174,ZNHIT6,54680
1,85784167,85930889,85318484,85465159,ENSG00000153904,DDAH1,23576
1,85731459,85742587,85265775,85276632,ENSG00000142867,BCL10,8915
1,90287479,90401989,89821031,89936611,ENSG00000171492,LRRC8D,55144
1,90458823,90460525,89993592,89994321,ENSG00000204959,GEMIN8P4,492303
1,90460677,90494094,89995109,90035533,ENSG00000162664,ZNF326,284695
1,91177578,91182794,90711538,90717302,ENSG00000143032,BARHL2,343472
1,94883932,94984219,94418388,94518663,ENSG00000117528,ABCD3,5825
1,94634462,94703307,94168904,94237584,ENSG00000137962,ARHGAP29,9411
1,94458393,94586705,93992833,94121148,ENSG00000198691,ABCA4,24
1,94352589,94375012,93885198,93909430,ENSG00000023909,GCLM,2730
1,94335013,94344762,93866283,93879206,ENSG00000067334,DNTTIP2,30836
1,94312387,94312467,93846831,93846911,ENSG00000211575,MIR760,100126348
1,94027342,94146926,93561790,93847150,ENSG00000137936,BCAR3,8412
1,93913687,94020218,93448130,93554659,ENSG00000137942,FNBP1L,54874
1,93811477,93828148,93345906,93369493,ENSG00000117505,DR1,1810
1,93646280,93744287,93179918,93278477,ENSG00000122483,CCDC18,343099
1,93615298,93646246,93149741,93180413,ENSG00000117500,TMED5,50999
1,93544791,93604638,93079282,93139076,ENSG00000143033,MTF2,22823
1,85715636,85725355,85249952,85259662,ENSG00000162642,C1orf52,148423
1,93303574,93303627,92840718,92840851,ENSG00000207523,SNORA66,26782
1,93297593,93307481,92832039,92841924,ENSG00000122406,RPL5,6125
1,92974252,93257961,92508695,92785108,ENSG00000067208,EVI5,7813
1,92940317,92951628,92473042,92486925,ENSG00000162676,GFI1,2672
1,92764521,92853732,92299058,92402056,ENSG00000122484,RPAP2,79871
1,92711954,92764566,92246401,92298987,ENSG00000174842,GLMN,11146
1,92683572,92711367,92217914,92245813,ENSG00000203910,C1orf146,388649
1,92545861,92613401,92080344,92184723,ENSG00000189195,BTBD8,284697
1,92495532,92529093,92029984,92063538,ENSG00000172031,EPHX4,253152
1,92414927,92479985,91949370,92014421,ENSG00000137948,BRDT,676
1,92145899,92351836,91680342,91886151,ENSG00000069702,TGFBR3,7049
1,91966403,91991321,91500850,91525764,ENSG00000097046,CDC7,8317
1,91726322,91870426,91260765,91404837,ENSG00000162669,HFM1,164045
1,91380856,91487812,90915303,91022035,ENSG00000122482,ZNF644,84146
1,93302845,93302940,92837288,92837383,ENSG00000206680,SNORD21,6083
1,94994731,95007413,94529172,94541759,ENSG00000117525,F3,2152
1,85623355,85666728,85156888,85201016,ENSG00000097096,SYDE2,84144
1,85483764,85514223,85018081,85048500,ENSG00000055732,MCOLN3,55283
1,76190042,76229355,75724708,75763679,ENSG00000117054,ACADM,34
1,75672074,76076799,75204474,75611084,ENSG00000137968,SLC44A5,204962
1,75600566,75627218,75134387,75161533,ENSG00000162624,LHX8,431707
1,75198835,75232360,74733151,74766677,ENSG00000162623,TYW3,127253
1,75171171,75199092,74705489,74733408,ENSG00000116791,CRYZ,1429
1,74663895,75010116,74198234,74543982,ENSG00000259030,FPGT-TNNI3K,100526835
1,74491701,74663871,74026014,74198176,ENSG00000162620,LRRIQ3,127255
1,72259914,72302695,71794231,71837012,ENSG00000228853,NEGR1-IT1,100852409
1,71868624,72748405,71395942,72282539,ENSG00000172260,NEGR1,257194
1,71547006,71703406,71081323,71474007,ENSG00000221883,ZRANB2-AS2,100852410
1,71533313,71533399,71067630,71067716,ENSG00000207721,MIR186,406962
1,71528973,71546972,71063336,71081011,ENSG00000132485,ZRANB2,9406
1,71512188,71532865,71048854,71067184,ENSG00000273003,ZRANB2-AS1,100132618
1,71418114,71513491,70852352,71047788,ENSG00000050628,PTGER3,5733
1,70876900,70905534,70411267,70439851,ENSG00000116761,CTH,1491
1,70820492,70833705,70354797,70368023,ENSG00000197568,HHLA3,11147
1,70724684,70820417,70258998,70354722,ENSG00000118454,ANKRD13C,81573
1,70671364,70717701,70205723,70253052,ENSG00000116754,SRSF11,9295
1,70610484,70671361,70144804,70205579,ENSG00000066557,LRRC40,55631
1,70385004,70386000,69919321,69920317,ENSG00000229359,PIN1P1,5301
1,70225857,70589171,69567921,70144364,ENSG00000033122,LRRC7,57554
1,68939834,68962799,68474151,68497221,ENSG00000024526,DEPDC1,55635
1,68894506,68915642,68428821,68449954,ENSG00000116745,RPE65,6121
1,68649200,68649293,68183517,68183610,ENSG00000221203,MIR1262,100302279
1,68564141,68698284,68125359,68232523,ENSG00000116729,WLS,79971
1,68511644,68516481,68045885,68051631,ENSG00000162595,DIRAS3,9077
1,68297970,68668670,67832302,68202987,ENSG00000232284,GNG12-AS1,100289178
1,76251878,76260775,75786255,75795086,ENSG00000137955,RABGGTB,5876
1,76252756,76252834,75787071,75787150,ENSG00000206620,SNORD45C,692085
1,76253573,76253657,75787888,75787972,ENSG00000207241,SNORD45A,26805
1,76255161,76255232,75789476,75789548,ENSG00000201487,SNORD45B,26804
1,85391265,85462796,84926684,84997112,ENSG00000153898,MCOLN2,255231
1,85279085,85358896,84811601,84893206,ENSG00000171517,LPAR3,23566
1,85109389,85156240,84643705,84690461,ENSG00000117155,SSX2IP,117178
1,85018803,85040163,84549610,84574440,ENSG00000117151,CTBS,1486
1,84972012,85014647,84506396,84554539,ENSG00000122432,SPATA1,100505741
1,84964005,84972262,84498324,84506581,ENSG00000174021,GNG5,2787
1,84944919,84964033,84479265,84498352,ENSG00000117133,RPF1,80135
1,84864214,84880691,84398483,84415018,ENSG00000137976,DNASE2B,58511
1,84830640,84863576,84365427,84397831,ENSG00000258527,UOX,391051
1,84609951,84704181,84078061,84238498,ENSG00000142875,PRKACB,5567
1,84335056,84464833,83865023,83999132,ENSG00000137941,TTLL7,79739
1,84259597,84379059,85825634,85825730,ENSG00000264406,MIR548AP,100847084
1,79115476,79129763,78649830,78664073,ENSG00000137965,IFI44,10561
1,85599476,85599556,85133793,85133873,ENSG00000266110,MIR4423,100616481
1,79086087,79111830,78620447,78646145,ENSG00000137959,IFI44L,10964
1,78695282,78759574,78229598,78293890,ENSG00000237413,MGC27382,149047
1,78511588,78603112,78045965,78138444,ENSG00000137960,GIPC2,54810
1,78470635,78482995,78004938,78017964,ENSG00000162616,DNAJB4,11080
1,78413590,78444777,77944054,77979072,ENSG00000162613,FUBP1,8880
1,78354199,78409578,77888623,77943895,ENSG00000162614,NEXN,91624
1,78161673,78225564,77695986,77759852,ENSG00000077254,USP33,23032
1,78030189,78148343,77562415,77682658,ENSG00000036549,ZZZ3,26009
1,77747661,78025654,77282018,77559966,ENSG00000154027,AK5,26289
1,77554666,77685132,77088988,77219430,ENSG00000142892,PIGK,10026
1,77333185,77529737,76867479,77067546,ENSG00000117069,ST6GALNAC5,81849
1,76540388,77096669,76074745,76634603,ENSG00000184005,ST6GALNAC3,256435
1,76384557,76398116,75918872,75932404,ENSG00000154007,ASB17,127247
1,76262555,76378923,75796881,75913242,ENSG00000057468,MSH4,4438
1,78956727,79006386,78303883,78539749,ENSG00000122420,PTGFR,5737
1,95285897,95360803,94820356,94895246,ENSG00000143036,SLC44A3,126969
1,95362506,95392735,94896956,94927110,ENSG00000117519,CNN3,1266
1,95448278,95538507,94974404,95072951,ENSG00000172339,ALG14,199857
1,111682248,111727724,111139626,111185102,ENSG00000134255,CEPT1,10390
1,111659953,111682838,111117162,111140093,ENSG00000156171,DRAM2,128338
1,111489811,111506566,110947189,110963922,ENSG00000121931,LRIF1,55791
1,111413820,111442558,110871187,110899922,ENSG00000143119,CD53,963
1,111214309,111217655,110672464,110674940,ENSG00000177272,KCNA3,3738
1,111145775,111148975,110593579,110607429,ENSG00000177301,KCNA2,3737
1,111059838,111061797,110517216,110519175,ENSG00000143105,KCNA10,3744
1,111023387,111033891,110480751,110491277,ENSG00000240194,CYMP,643160
1,110993787,110999976,110451148,110457358,ENSG00000143125,PROK1,84432
1,110950430,110958896,110416154,110443111,ENSG00000205464,LAMTOR5-AS1,101410535
1,110943876,110950546,110401252,110407694,ENSG00000134248,LAMTOR5,10542
1,110905472,110933704,110362856,110391026,ENSG00000168679,SLC16A4,9122
1,110881944,110889303,110338505,110346673,ENSG00000162775,RBM15,64783
1,110753335,110776674,110210313,110234044,ENSG00000116396,KCNC4,3749
1,110693131,110744823,110150493,110202202,ENSG00000197106,SLC6A17,388662
1,110655061,110656569,110112442,110113947,ENSG00000186150,UBL4B,164153
1,110602996,110613322,110059869,110070672,ENSG00000156150,ALX3,257
1,110577222,110597424,110034623,110054641,ENSG00000143093,STRIP1,85369
1,110527386,110566364,109984764,110023742,ENSG00000168710,AHCYL1,10768
1,110453232,110473616,109910848,109930992,ENSG00000184371,CSF1,1435
1,110292701,110306644,109750080,109764027,ENSG00000198758,EPS8L3,79574
1,110276553,110283660,109733936,109741038,ENSG00000134202,GSTM3,2947
1,110254863,110260890,109712250,109718268,ENSG00000134201,GSTM5,2949
1,110230417,110236367,109687816,109693745,ENSG00000134184,GSTM1,2944
1,110198697,110204331,109656098,109661700,ENSG00000168765,GSTM4,2948
1,110162434,110174677,109619836,109632051,ENSG00000116337,AMPD2,271
1,110145888,110155705,109603090,109619616,ENSG00000134183,GNAT2,2780
1,111728590,111747160,111185968,111200646,ENSG00000162777,DENND2D,79961
1,39491966,39500308,39026317,39034636,ENSG00000168653,NDUFS5,4725
1,111823145,111828730,111280058,111286108,ENSG00000203878,CHIAP2,149620
1,111833473,111863188,111290850,111320563,ENSG00000134216,CHIA,27159
1,114447914,114456708,113905325,113914086,ENSG00000118655,DCLRE1B,64858
1,114437370,114447525,113894193,113904799,ENSG00000134262,AP4B1,10717
1,114419435,114430169,113876815,113887581,ENSG00000188761,BCL2L15,440603
1,114399256,114443859,113856634,113901237,ENSG00000226167,AP4B1-AS1,100287722
1,114356432,114414375,113813810,113871712,ENSG00000134242,PTPN22,26191
1,114304453,114355070,113761831,113812476,ENSG00000081019,RSBN1,54665
1,114239823,114301777,113696830,113759486,ENSG00000116793,PHTF1,10745
1,113933474,114228545,113390971,113685923,ENSG00000081026,MAGI3,260425
1,113615830,113667342,113073197,113132260,ENSG00000198799,LRIG2,9860
1,113465971,113467295,112923422,112924337,ENSG00000213435,AKR7A2P1,246182
1,113454469,113498975,112911846,112957593,ENSG00000281917,SLC16A1,6566
1,113252615,113257950,112709997,112715332,ENSG00000155367,PPM1J,333926
1,110141514,110141589,109598892,109598967,ENSG00000284443,MIR197,406974
1,113243748,113249678,112701130,112707434,ENSG00000155366,RHOC,389
1,113162074,113214241,112619831,112671616,ENSG00000116489,CAPZA1,829
1,113066140,113162040,112525882,112618928,ENSG00000007341,ST7L,54879
1,113051369,113063910,112508964,112530165,ENSG00000134245,WNT2B,7482
1,113004391,113004455,112461769,112461833,ENSG00000283296,MIR4256,100422976
1,112938799,113003786,112396213,112461164,ENSG00000143079,CTTNBP2NL,55917
1,112318453,112531777,111775808,111989155,ENSG00000171385,KCND3,3752
1,112298189,112310199,111754831,111768990,ENSG00000064703,DDX20,11218
1,112162404,112256101,111542217,111713113,ENSG00000116473,RAP1A,5906
1,112025969,112046743,111499428,111503633,ENSG00000282608,ADORA3,140
1,112016603,112021134,111473791,111478512,ENSG00000143110,C1orf162,128346
1,111982511,111991830,111439889,111449256,ENSG00000116455,WDR77,79084
1,111956936,111970399,111414318,111427735,ENSG00000085465,OVGP1,5016
1,111889194,111895639,111346621,111353013,ENSG00000173947,PIFO,128344
1,113217047,113243368,112674420,112700746,ENSG00000155363,MOV10,4343
1,110091185,110138454,109548614,109600195,ENSG00000065135,GNAI3,2773
1,110082493,110088455,109539871,109547260,ENSG00000156097,GPR61,83873
1,110049445,110052336,109504177,109509727,ENSG00000181754,AMIGO1,57463
1,102268126,102462790,101802559,101996926,ENSG00000118733,OLFM3,118427
1,101702304,101707076,101237018,101241518,ENSG00000170989,S1PR1,1901
1,101455179,101491362,100989622,101025784,ENSG00000117543,DPH5,51611
1,101361631,101447311,100896075,100981753,ENSG00000162695,SLC30A7,148867
1,101337927,101360735,100872390,100894842,ENSG00000162694,EXTL2,2135
1,101185195,101204601,100719741,100739045,ENSG00000162692,VCAM1,7412
1,101003727,101007583,100538138,100542021,ENSG00000181656,GPR88,54112
1,100818022,100965021,100352466,100499465,ENSG00000079335,CDC14A,8556
1,100746796,100746864,100281240,100281308,ENSG00000207750,MIR553,693138
1,100731713,100758325,100266215,100292769,ENSG00000137996,RTCA,8634
1,100652477,100715409,100186918,100249834,ENSG00000137992,DBT,1629
1,100614003,100643829,100148448,100178273,ENSG00000122477,LRRC39,127495
1,100598705,100616054,100133162,100150496,ENSG00000122435,TRMT13,54482
1,102337566,102360299,101893104,101894047,ENSG00000230223,DNAJA1P5,94236
1,100549101,100598511,100083569,100132930,ENSG00000156876,SASS6,163786
1,100315639,100389579,99850360,99924020,ENSG00000162688,AGL,178
1,100178485,100178513,123348033,123348130,ENSG00000207704,MIR548AA1,100500863
1,100178485,100178513,123348033,123348130,ENSG00000283172,MIR548D1,693130
1,100174258,100231349,99703969,99766635,ENSG00000156869,FRRS1,391059
1,100111430,100160097,99646112,99694535,ENSG00000099260,PALMD,54873
1,99127235,99226056,98661720,98760500,ENSG00000162627,SNX7,51375
1,98510798,98510907,98045241,98045351,ENSG00000284247,MIR2682,100616452
1,98453555,98515249,97933473,98046147,ENSG00000225206,MIR137HG,400765
1,97561478,97788511,97095922,97322955,ENSG00000232878,DPYD-AS1,100873932
1,97543299,98386615,97077742,97921034,ENSG00000188641,DPYD,1806
1,97187174,97280605,96721783,96815049,ENSG00000117569,PTBP2,58155
1,95699710,95712781,95234209,95247225,ENSG00000122481,RWDD3,25950
1,100435991,100492534,99969995,100035634,ENSG00000117620,SLC35A3,23443
1,68167148,68299155,67701474,67833467,ENSG00000172380,GNG12,55970
1,103342022,103574052,102876472,103108522,ENSG00000060718,COL11A1,1301
1,104095895,104122149,103554699,103579529,ENSG00000240038,AMY2B,280
1,110036700,110043063,109494093,109500435,ENSG00000174151,CYB561D1,284613
1,110026560,110035420,109483938,109492734,ENSG00000162650,ATXN7L2,127002
1,110009099,110024764,109466545,109482134,ENSG00000143028,SYPL2,284612
1,109941652,109969070,109399041,109426448,ENSG00000143106,PSMA5,5686
1,109852187,109940563,109309574,109397918,ENSG00000134243,SORT1,6272
1,109834986,109849663,109292364,109307011,ENSG00000221986,MYBPHL,343263
1,109822175,109825790,109279556,109283168,ENSG00000134222,PSRC1,84722
1,109792640,109818378,109249538,109275751,ENSG00000143126,CELSR2,1952
1,109648572,109656479,109105950,109112747,ENSG00000179902,C1orf194,127003
1,109642814,109643234,109100192,109100612,ENSG00000278249,SCARNA2,677766
1,109633402,109639554,109090763,109096934,ENSG00000215717,TMEM167B,56900
1,109606997,109618624,109064139,109076003,ENSG00000197780,TAF13,6884
1,109512837,109584850,108970213,109042113,ENSG00000085433,WDR47,22911
1,104068577,104097859,103525698,103555239,ENSG00000185946,RNPC3,55599
1,109472129,109506121,108881884,108963475,ENSG00000121940,CLCC1,23155
1,109399838,109401146,108857216,108858524,ENSG00000203897,SPATA42,642864
1,109358519,109399726,108815900,108857094,ENSG00000162641,AKNAD1,254268
1,109289284,109352148,108746673,108809523,ENSG00000116266,STXBP3,6814
1,109255555,109285367,108712907,108742749,ENSG00000143107,FNDC7,163479
1,109234931,109244422,108692309,108702928,ENSG00000134186,PRPF38B,55119
1,109190909,109203744,108648294,108661526,ENSG00000162639,HENMT1,113802
1,109102970,109181949,108560099,108639322,ENSG00000162636,FAM102B,284611
1,108992903,109013260,108450281,108470638,ENSG00000186086,NBPF6,653149
1,108677343,108742980,108134042,108200343,ENSG00000284468,SLC25A24,29957
1,108507064,108537229,107964442,107994607,ENSG00000230489,VAV3-AS1,100873946
1,108113781,108507545,107571160,107965180,ENSG00000134215,VAV3,10451
1,107599266,107601916,107056673,107059294,ENSG00000198890,PRMT6,55170
1,109419602,109473044,108875349,108934545,ENSG00000121957,GPSM2,29899
1,68150859,68154021,67685200,67688334,ENSG00000116717,GADD45A,1647
1,111770280,111786062,111200770,111243439,ENSG00000064886,CHI3L2,1117
1,67773046,67862583,67307872,67398724,ENSG00000081985,IL12RB2,3595
1,45477804,45481341,45012253,45015575,ENSG00000126088,UROD,7389
1,45468219,45477027,45002547,45011324,ENSG00000126107,HECTD3,79654
1,45316193,45452394,44850521,44986595,ENSG00000070785,EIF2B3,8891
1,45287937,45308616,44821937,44843253,ENSG00000117425,PTCH2,8643
1,45274153,45279801,44808481,44814129,ENSG00000222009,BTBD19,149478
1,45266035,45271667,44800376,44805990,ENSG00000173846,PLK3,1263
1,45249256,45253426,44783584,44788170,ENSG00000142959,BEST4,266675
1,45244061,45244130,44778389,44778456,ENSG00000281859,SNORD38B,94163
1,45243513,45243584,44777842,44777912,ENSG00000202031,SNORD38A,94162
1,45241536,45241610,44775863,44775943,ENSG00000264294,SNORD55,26811
1,45241245,45244412,44775539,44778779,ENSG00000142937,RPS8,6202
1,45205489,45233438,44739836,44767767,ENSG00000142945,KIF2C,11004
1,45119500,45140099,44653246,44674481,ENSG00000126106,TMEM53,79639
1,45011164,45011224,44545492,44545552,ENSG00000263381,MIR5584,100847089
1,44870959,45117396,44405193,44651723,ENSG00000187147,RNF220,55182
1,44686741,44820939,44221069,44355257,ENSG00000117419,ERI3,79033
1,44679124,44686351,44213454,44220681,ENSG00000178028,DMAP1,55929
1,44584521,44600809,44118820,44135140,ENSG00000171872,KLF17,128209
1,44457279,44462198,43991598,43996528,ENSG00000159214,CCDC24,149473
1,44462154,44483012,43996482,44031462,ENSG00000196517,SLC6A9,6536
1,44445607,44456843,43979209,43991168,ENSG00000117411,B4GALT2,8704
1,44440601,44443972,43974959,43978295,ENSG00000117410,ATP6V0B,533
1,44435652,44439043,43970009,43973369,ENSG00000132768,DPH2,1802
1,44412477,44433694,43946949,43968022,ENSG00000117408,IPO13,9670
1,44398991,44402912,43933800,43937240,ENSG00000117407,ARTN,9048
1,44173203,44396837,43707532,43931162,ENSG00000126091,ST3GAL3,6487
1,45482075,45672250,45016398,45206605,ENSG00000162415,ZSWIM5,57643
1,45792544,45794346,45326894,45328710,ENSG00000186603,HPDL,84842
1,45794913,45806142,45329241,45340080,ENSG00000132781,MUTYH,4595
1,45805341,45809650,45340169,45343973,ENSG00000132773,TOE1,114034
1,47139707,47157769,46674127,46692097,ENSG00000228237,EFCAB14-AS1,100130197
1,47137496,47139256,46671853,46673594,ENSG00000186118,TEX38,374973
1,47140830,47184736,46675158,46719114,ENSG00000159658,EFCAB14,9813
1,47100710,47134099,46632736,46668454,ENSG00000123472,ATPAF1,64756
1,47073386,47080805,46607718,46616811,ENSG00000142961,MOB3C,148932
1,47023078,47069966,46557406,46604268,ENSG00000079277,MKNK1,8569
1,47004367,47035927,46538695,46570255,ENSG00000269956,MKNK1-AS1,100507423
1,46972667,46979886,46489835,46516216,ENSG00000197587,DMBX1,127343
1,46859938,46879520,46394316,46413845,ENSG00000117480,FAAH,2166
1,46805848,46830824,46340806,46365018,ENSG00000117481,NSUN4,387338
1,46769379,46782447,46303697,46316776,ENSG00000173660,UQCRH,7388
1,46744071,46769038,46277461,46303616,ENSG00000132128,LRRC41,10489
1,46713366,46744145,46247699,46278480,ENSG00000085999,RAD54L,8438
1,44165355,44173012,43685122,43707365,ENSG00000278910,KDM4A-AS1,100132774
1,46669005,46686928,46203333,46221256,ENSG00000171357,LURAP1,541468
1,46640748,46651634,46175086,46185962,ENSG00000117472,TSPAN1,10103
1,46505811,46598380,46040141,46133036,ENSG00000117461,PIK3R3,8503
1,46269284,46501796,45803611,46036122,ENSG00000086015,MAST2,23139
1,46164406,46216485,45698710,45750653,ENSG00000197429,IPP,3652
1,46153846,46160108,45688180,45694436,ENSG00000159596,TMEM69,51249
1,46111451,46112357,45645815,45646197,ENSG00000230535,RPS15AP10,728963
1,46092975,46152302,45627303,45686536,ENSG00000159592,GPBP1L1,60313
1,46085715,46089731,45620043,45624054,ENSG00000159588,CCDC17,149483
1,46049659,46084578,45584064,45618247,ENSG00000132780,NASP,4678
1,46016454,46035723,45550542,45570049,ENSG00000117448,AKR1A1,10327
1,45976706,45988562,45510913,45542732,ENSG00000117450,PRDX1,5052
1,45965855,45976739,45500299,45513382,ENSG00000132763,MMACHC,25974
1,45809554,45956840,45343882,45491163,ENSG00000070759,TESK2,10420
1,46654352,46685977,46188686,46203238,ENSG00000085998,POMGNT1,55624
1,44115796,44171189,43650148,43705518,ENSG00000066135,KDM4A,9682
1,43996546,44089343,43530882,43623666,ENSG00000142949,PTPRF,5792
1,43916673,43919660,43450988,43453931,ENSG00000178922,HYI,81888
1,41222955,41223044,40757283,40757372,ENSG00000207962,MIR30C1,407031
1,41220026,41220118,40754354,40754446,ENSG00000198974,MIR30E,407034
1,41157241,41237275,40691703,40771603,ENSG00000066136,NFYC,4802
1,41086351,41131324,40620679,40665682,ENSG00000117016,RIMS3,9783
1,40997232,41013841,40531572,40548110,ENSG00000117010,ZNF684,127396
1,40974432,40982214,40508740,40516036,ENSG00000164002,EXO5,64789
1,40943301,40962015,40477289,40496343,ENSG00000187815,ZFP69,339559
1,40916336,40929390,40450106,40463718,ENSG00000187801,ZFP69B,65243
1,40839377,40888998,40373726,40423322,ENSG00000084070,SMAP2,64744
1,40766162,40782981,40300488,40317286,ENSG00000049089,COL9A2,1298
1,40723721,40759856,40258235,40294180,ENSG00000084073,ZMPSTE24,10269
1,40627040,40706593,40161386,40240921,ENSG00000117000,RLF,6018
1,40538381,40563142,40072711,40097252,ENSG00000131238,PPT1,5538
1,41249683,41306124,40783786,40840452,ENSG00000117013,KCNQ4,9132
1,40506254,40538321,40040232,40072649,ENSG00000131236,CAP1,10487
1,40306705,40349177,39838109,39883504,ENSG00000043514,TRIT1,54802
1,40235196,40237020,39769522,39771348,ENSG00000198754,OXCT2,64064
1,40223902,40254533,39757181,39788865,ENSG00000116985,BMP8B,656
1,40204516,40229586,39738881,39756769,ENSG00000084072,PPIE,10450
1,40144644,40157089,39678647,39691485,ENSG00000116983,HPCAL4,51440
1,40124792,40137710,39651228,39672107,ENSG00000116981,NT5C1A,84618
1,40089102,40105348,39623434,39639643,ENSG00000163909,HEYL,26508
1,40033045,40033182,39567373,39567508,ENSG00000201457,SNORA55,677834
1,40026484,40042521,39560815,39576751,ENSG00000090621,PABPC4,8761
1,39987951,40025370,39522279,39559698,ENSG00000243970,PPIEL,728448
1,39957317,39995541,39491635,39529869,ENSG00000183682,BMP8A,353500
1,67873492,67896123,67407809,67430415,ENSG00000142864,SERBP1,26135
1,40420783,40435628,39955144,39969956,ENSG00000168389,MFSD2A,84879
1,47264669,47285021,46799045,46819413,ENSG00000142973,CYP4B1,1580
1,41326727,41328018,40861053,40862363,ENSG00000179862,CITED4,163732
1,41480261,41509562,41014589,41043890,ENSG00000281207,SLFNL1-AS1,100507178
1,43855555,43919918,43389898,43454247,ENSG00000198198,SZT2,23334
1,43849578,43855483,43383916,43389800,ENSG00000159479,MED8,112950
1,43829067,43833409,43363400,43368011,ENSG00000066322,ELOVL1,64834
1,43824625,43828873,43358980,43363203,ENSG00000117399,CDC20,991
1,43803474,43820135,43337817,43354466,ENSG00000117400,MPL,4352
1,43766565,43788781,43300981,43323108,ENSG00000066056,TIE1,7075
1,43747556,43751250,43281876,43285581,ENSG00000253313,C1orf210,149466
1,43735664,43739673,43269982,43274002,ENSG00000179178,TMEM125,128218
1,43629844,43638241,43164183,43172290,ENSG00000117395,EBNA1BP2,10969
1,43613593,43622067,43147903,43156396,ENSG00000186973,FAM183A,440585
1,43424719,43449029,42959077,42996800,ENSG00000227533,SLC2A1-AS1,440584
1,43391045,43424847,42925352,42958868,ENSG00000117394,SLC2A1,6513
1,43312243,43318146,42846608,42852477,ENSG00000164011,ZNF691,51058
1,41445006,41478235,40979695,41012565,ENSG00000171793,CTPS1,1503
1,43291248,43310660,42817121,42844991,ENSG00000164010,ERMAP,114625
1,43198763,43205925,42733092,42740236,ENSG00000164007,CLDN19,149461
1,43148065,43168020,42682417,42703805,ENSG00000065978,YBX1,4904
1,43124047,43142429,42658334,42676757,ENSG00000171960,PPIH,10465
1,43000559,43120335,42482655,42654181,ENSG00000186409,CCDC30,728621
1,42922172,42926086,42456542,42461236,ENSG00000127125,PPCS,79717
1,42896000,42921938,42430328,42456022,ENSG00000066185,ZMYND12,84217
1,42846467,42889900,42380791,42424232,ENSG00000177181,RIMKLA,284716
1,42642209,42800903,42176538,42335877,ENSG00000198815,FOXJ3,22887
1,42628361,42630395,42162689,42164745,ENSG00000197273,GUCA2A,2980
1,42619091,42621495,42153409,42155820,ENSG00000044012,GUCA2B,2981
1,41972035,42384496,41506364,41918922,ENSG00000127124,HIVEP3,59269
1,41492870,41707815,41027201,41160898,ENSG00000010803,SCMH1,22955
1,41481268,41487427,41015596,41023237,ENSG00000171790,SLFNL1,200172
1,43232915,43241413,42767248,42779491,ENSG00000164008,C1orf50,79078
1,47308766,47366147,46843094,46900437,ENSG00000154198,CYP4Z2P,163720
1,40713572,40717365,40247936,40251684,ENSG00000188800,TMCO2,127391
1,47489239,47516423,47023668,47050751,ENSG00000186377,CYP4X1,260293
1,62901974,62917475,62436303,62451802,ENSG00000162607,USP1,7398
1,62701836,62785083,62236164,62319434,ENSG00000132854,KANK4,163782
1,62660473,62678001,62194848,62212328,ENSG00000240563,L1TD1,54596
